MPNN 0.001 64 1 0.0 True 78.35 $\pm$ 0.20 
MPNN 0.001 64 1 0.0 False 77.97 $\pm$ 0.58 
MPNN 0.001 128 1 0.0 True 79.03 $\pm$ 0.75 
MPNN 0.001 128 1 0.0 False 78.23 $\pm$ 1.03 
MPNN 0.001 256 1 0.0 True 78.66 $\pm$ 0.32 
MPNN 0.001 256 1 0.0 False 77.79 $\pm$ 0.94 
MPNN 0.001 64 1 0.1 False 78.09 $\pm$ 0.80 
MPNN 0.001 64 1 0.1 True 78.36 $\pm$ 0.51 
MPNN 0.001 128 1 0.1 True 78.96 $\pm$ 0.67 
MPNN 0.001 128 1 0.1 False 78.17 $\pm$ 0.44 
MPNN 0.001 64 1 0.2 False 78.23 $\pm$ 0.54 
MPNN 0.001 64 1 0.2 True 78.68 $\pm$ 0.40 
MPNN 0.001 512 1 0.0 True 78.62 $\pm$ 0.48 
MPNN 0.001 512 1 0.0 False 77.80 $\pm$ 1.13 
MPNN 0.001 256 1 0.1 True 78.76 $\pm$ 0.62 
MPNN 0.001 128 1 0.2 True 78.98 $\pm$ 0.58 
MPNN 0.001 256 1 0.1 False 78.08 $\pm$ 0.89 
MPNN 0.001 128 1 0.2 False 78.42 $\pm$ 0.35 
MPNN 0.001 64 1 0.3 False 78.46 $\pm$ 0.47 
MPNN 0.001 64 1 0.3 True 78.74 $\pm$ 0.38 
MPNN 0.001 128 1 0.3 True 79.03 $\pm$ 0.49 
MPNN 0.001 128 1 0.3 False 78.24 $\pm$ 0.30 
MPNN 0.001 64 1 0.4 False 78.66 $\pm$ 0.59 
MPNN 0.001 64 1 0.4 True 78.75 $\pm$ 0.33 
MPNN 0.001 256 1 0.2 True 78.67 $\pm$ 0.55 
MPNN 0.001 256 1 0.2 False 78.68 $\pm$ 0.83 
MPNN 0.001 128 1 0.4 True 79.18 $\pm$ 0.51 
MPNN 0.001 128 1 0.4 False 78.59 $\pm$ 0.13 
MPNN 0.001 64 1 0.5 False 78.26 $\pm$ 0.32 
MPNN 0.001 64 1 0.5 True 78.94 $\pm$ 0.31 
MPNN 0.001 512 1 0.1 True 78.85 $\pm$ 0.47 
MPNN 0.001 512 1 0.1 False 77.75 $\pm$ 1.09 
MPNN 0.001 256 1 0.3 True 78.90 $\pm$ 0.48 
MPNN 0.001 64 1 0.5 False 78.28 $\pm$ 0.36 
MPNN 0.001 128 1 0.5 True 79.34 $\pm$ 0.36 
MPNN 0.001 64 1 0.5 True 78.94 $\pm$ 0.31 
MPNN 0.001 256 1 0.3 False 78.67 $\pm$ 0.76 
MPNN 0.001 128 1 0.5 False 78.60 $\pm$ 0.13 
MPNN 0.001 64 1 0.6 False 78.19 $\pm$ 0.32 
MPNN 0.001 64 1 0.6 True 78.98 $\pm$ 0.38 
MPNN 0.001 128 1 0.5 True 79.34 $\pm$ 0.36 
MPNN 0.001 128 1 0.5 False 78.75 $\pm$ 0.41 
MPNN 0.001 256 1 0.4 True 78.87 $\pm$ 0.24 
MPNN 0.001 256 1 0.4 False 78.66 $\pm$ 0.59 
